server_id,customer_id,server_type,region,os_family,cpu_cores,ram_gb,disk_tb,age_days,has_gpu,is_managed
S000424,C00282,dedicated,sbg,linux,2,8,8.0,991,0,0
S000425,C00515,vps,rbx,linux,4,64,0.1,1993,0,0
S000426,C00670,gpu,rbx,linux,16,8,1.0,1758,1,0
S000427,C00547,storage,sbg,linux,4,8,0.5,991,0,0
S000428,C00187,dedicated,sbg,linux,16,32,1.0,680,0,0
S000429,C00613,database,gra,linux,32,16,1.0,1767,0,1
S000430,C00669,dedicated,gra,linux,4,64,0.25,2128,0,0
S000431,C00110,vps,gra,windows,16,32,2.0,659,0,0
S000432,C00148,vps,rbx,bsd,2,8,0.1,1784,0,0
S000433,C00607,storage,bhs,linux,4,32,2.0,678,0,0
S000434,C00107,dedicated,gra,linux,2,64,0.25,1820,0,0
S000435,C00792,dedicated,waw,linux,2,16,1.0,2122,0,0
S000436,C00098,storage,bhs,linux,2,32,0.5,1459,0,0
S000437,C00876,dedicated,gra,bsd,2,16,1.0,1093,0,0
S000438,C00604,vps,gra,managed,16,16,0.25,691,0,1
S000439,C00398,storage,gra,linux,8,32,1.0,132,0,0
S000440,C00241,vps,gra,linux,32,4,0.1,116,0,0
S000441,C00310,dedicated,sbg,windows,8,16,0.5,1838,0,0
S000442,C00673,dedicated,gra,linux,8,4,2.0,1455,0,0
S000443,C00677,database,waw,linux,4,32,0.5,500,0,1
S000444,C00187,vps,sbg,linux,8,32,0.5,1214,0,0
S000445,C00488,dedicated,waw,linux,4,16,1.0,1933,0,0
S000446,C00893,dedicated,waw,linux,32,4,0.5,1425,0,0
S000447,C00231,vps,sbg,linux,32,128,2.0,2016,0,0
S000448,C00624,database,eri,linux,4,8,0.5,259,0,1
S000449,C00154,dedicated,eri,linux,8,8,4.0,161,0,0
S000450,C00750,dedicated,rbx,bsd,8,4,2.0,1466,0,0
S000451,C00153,vps,gra,windows,8,32,0.5,1281,0,0
S000452,C00267,dedicated,rbx,linux,2,8,0.5,1514,0,0
S000453,C00413,dedicated,rbx,linux,8,64,1.0,2159,0,0
S000454,C00333,database,sbg,windows,16,32,2.0,240,0,1
S000455,C00153,vps,rbx,windows,4,4,0.25,2048,0,0
S000456,C00576,dedicated,sbg,linux,8,16,0.25,134,0,0
S000457,C00017,vps,waw,linux,2,8,0.25,1156,0,0
S000458,C00885,dedicated,rbx,linux,32,4,2.0,1830,0,0
S000459,C00046,dedicated,sbg,windows,2,32,1.0,1497,0,0
S000460,C00300,vps,rbx,linux,4,8,0.25,490,0,0
S000461,C00836,vps,waw,linux,4,64,1.0,1329,0,0
S000462,C00139,storage,bhs,bsd,16,32,2.0,1984,0,0
S000463,C00065,gpu,gra,linux,16,8,4.0,447,1,0
S000464,C00669,dedicated,bhs,bsd,2,128,0.25,2062,0,0
S000465,C00065,database,gra,linux,4,16,0.5,1436,0,1
S000466,C00809,vps,waw,linux,16,8,0.5,191,0,0
S000467,C00406,dedicated,sbg,bsd,4,16,1.0,733,0,0
S000468,C00782,gpu,rbx,managed,2,128,0.25,1896,1,1
S000469,C00220,dedicated,bhs,managed,64,16,0.25,744,0,1
S000470,C00127,vps,lim,windows,2,16,2.0,2082,0,0
S000471,C00866,storage,waw,linux,8,16,1.0,924,0,0
S000472,C00685,dedicated,sbg,linux,4,8,0.25,754,0,0
S000473,C00819,gpu,waw,linux,16,8,0.5,1874,1,0
S000474,C00287,dedicated,rbx,bsd,16,32,0.25,1728,0,0
S000475,C00364,storage,waw,linux,4,64,0.5,525,0,0
S000476,C00519,dedicated,lim,windows,8,32,0.5,1718,0,0
S000477,C00403,dedicated,gra,bsd,32,4,0.1,552,0,0
S000478,C00218,vps,rbx,managed,16,16,0.1,1970,0,1
S000479,C00337,gpu,rbx,managed,4,4,4.0,17,1,1
S000480,C00547,dedicated,gra,linux,8,8,4.0,1457,0,0
S000481,C00034,gpu,rbx,linux,32,32,0.1,341,1,0
S000482,C00302,dedicated,gra,managed,2,8,1.0,1489,0,1
S000483,C00263,vps,bhs,linux,2,64,0.1,2153,0,0
S000484,C00063,vps,gra,linux,4,16,2.0,1469,0,0
S000485,C00110,dedicated,rbx,managed,16,32,2.0,955,0,1
S000486,C00446,database,bhs,linux,2,64,1.0,1811,0,1
S000487,C00092,vps,rbx,linux,4,32,1.0,430,0,0
S000488,C00310,vps,sbg,linux,8,64,0.5,1195,0,0
S000489,C00504,vps,waw,linux,4,64,0.25,2124,0,0
S000490,C00786,vps,eri,managed,4,16,0.5,783,0,1
S000491,C00088,vps,sbg,linux,8,8,0.25,60,0,0
S000492,C00391,gpu,gra,linux,4,8,1.0,971,1,0
S000493,C00092,vps,gra,linux,64,64,0.5,1065,0,0
S000494,C00385,vps,eri,windows,2,4,0.25,1786,0,0
S000495,C00432,vps,bhs,bsd,16,128,1.0,1770,0,0
S000496,C00719,vps,waw,linux,8,16,2.0,748,0,0
S000497,C00398,vps,bhs,linux,2,32,1.0,1700,0,0
S000498,C00841,vps,gra,linux,2,16,1.0,315,0,0
S000499,C00123,vps,sbg,linux,8,128,2.0,417,0,0
S000500,C00047,storage,waw,linux,4,4,0.1,1329,0,0
S000501,C00004,database,lim,linux,4,16,1.0,1557,0,1
S000502,C00321,database,rbx,linux,64,64,0.5,1776,0,1
S000503,C00173,storage,bhs,linux,8,8,0.25,1369,0,0
S000504,C00082,vps,gra,linux,32,8,8.0,281,0,0
S000505,C00212,storage,eri,linux,2,64,0.5,1485,0,0
S000506,C00877,dedicated,rbx,linux,4,64,0.5,944,0,0
S000507,C00720,vps,waw,linux,8,4,0.25,586,0,0
S000508,C00016,dedicated,rbx,linux,4,32,8.0,746,0,0
S000509,C00823,dedicated,bhs,linux,4,8,2.0,1783,0,0
S000510,C00184,database,bhs,managed,2,8,0.1,391,0,1
S000511,C00365,gpu,rbx,linux,2,32,1.0,1230,1,0
S000512,C00294,vps,waw,windows,16,8,0.25,183,0,0
S000513,C00364,dedicated,lim,linux,4,16,1.0,1595,0,0
S000514,C00684,vps,lim,linux,64,8,0.5,330,0,0
S000515,C00641,vps,rbx,linux,4,64,0.1,2067,0,0
S000516,C00534,storage,waw,linux,4,16,1.0,1940,0,0
S000517,C00564,database,sbg,windows,4,8,4.0,1882,0,1
S000518,C00654,vps,bhs,windows,8,128,0.5,767,0,0
S000519,C00165,dedicated,sbg,linux,32,64,0.1,1721,0,0
S000520,C00356,dedicated,bhs,windows,16,8,4.0,296,0,0
S000521,C00096,dedicated,gra,linux,2,128,0.25,637,0,0
S000522,C00633,vps,rbx,bsd,4,8,0.5,292,0,0
S000523,C00393,dedicated,gra,windows,16,8,1.0,119,0,0
S000524,C00573,dedicated,rbx,linux,2,16,0.25,808,0,0
S000525,C00508,dedicated,gra,windows,8,8,0.25,1264,0,0
S000526,C00246,dedicated,rbx,managed,4,32,0.1,1897,0,1
S000527,C00124,storage,waw,windows,4,16,0.1,76,0,0
S000528,C00875,dedicated,sbg,linux,4,64,1.0,895,0,0
S000529,C00263,gpu,gra,windows,4,8,2.0,1571,1,0
S000530,C00098,dedicated,waw,linux,32,8,0.25,444,0,0
S000531,C00275,dedicated,lim,linux,8,16,1.0,1621,0,0
S000532,C00812,dedicated,lim,windows,32,8,0.5,1254,0,0
S000533,C00235,vps,lim,linux,16,128,0.1,1238,0,0
S000534,C00888,dedicated,eri,windows,4,32,1.0,275,0,0
S000535,C00414,vps,sbg,linux,8,64,0.25,370,0,0
S000536,C00775,dedicated,eri,linux,4,32,1.0,1930,0,0
S000537,C00587,database,eri,managed,16,8,0.5,1926,0,1
S000538,C00039,dedicated,rbx,linux,4,8,1.0,996,0,0
S000539,C00458,vps,lim,linux,32,16,4.0,1311,0,0
S000540,C00375,gpu,waw,linux,8,64,0.25,1192,1,0
S000541,C00181,dedicated,waw,linux,8,16,4.0,1133,0,0
S000542,C00494,dedicated,lim,linux,8,4,0.25,1567,0,0
S000543,C00092,storage,rbx,linux,8,32,0.1,1249,0,0
S000544,C00628,dedicated,rbx,bsd,8,8,0.25,276,0,0
S000545,C00739,dedicated,bhs,managed,8,16,2.0,183,0,1
S000546,C00083,vps,waw,windows,4,4,1.0,1870,0,0
S000547,C00431,dedicated,lim,linux,8,16,8.0,1629,0,0
S000548,C00589,database,lim,linux,4,16,1.0,438,0,1
S000549,C00055,vps,waw,linux,8,64,0.5,134,0,0
S000550,C00350,vps,eri,windows,8,32,4.0,483,0,0
S000551,C00232,dedicated,gra,linux,2,4,4.0,1272,0,0
S000552,C00035,vps,eri,bsd,16,32,2.0,1284,0,0
S000553,C00723,vps,gra,linux,8,64,1.0,373,0,0
S000554,C00400,dedicated,sbg,linux,8,32,2.0,388,0,0
S000555,C00676,gpu,gra,managed,16,128,0.25,457,1,1
S000556,C00528,vps,sbg,linux,8,64,4.0,975,0,0
S000557,C00788,storage,rbx,windows,16,8,8.0,513,0,0
S000558,C00897,dedicated,gra,bsd,4,16,1.0,1004,0,0
S000559,C00541,dedicated,bhs,linux,2,16,0.25,32,0,0
S000560,C00316,vps,waw,linux,8,16,0.25,2059,0,0
S000561,C00380,storage,gra,linux,4,128,4.0,1962,0,0
S000562,C00742,vps,bhs,windows,2,32,2.0,745,0,0
S000563,C00383,dedicated,gra,managed,2,8,2.0,1769,0,1
S000564,C00467,storage,gra,linux,4,128,4.0,1178,0,0
S000565,C00174,dedicated,gra,windows,64,32,1.0,69,0,0
S000566,C00891,dedicated,bhs,linux,2,8,4.0,627,0,0
S000567,C00585,vps,waw,linux,4,64,0.25,126,0,0
S000568,C00297,dedicated,bhs,windows,32,16,0.25,1557,0,0
S000569,C00526,dedicated,waw,windows,64,16,1.0,1722,0,0
S000570,C00361,dedicated,bhs,linux,4,16,0.5,1358,0,0
S000571,C00139,database,waw,linux,32,128,0.5,15,0,1
S000572,C00787,dedicated,eri,linux,2,8,2.0,520,0,0
S000573,C00797,vps,rbx,linux,16,16,0.1,1032,0,0
S000574,C00751,database,gra,linux,2,32,2.0,319,0,1
S000575,C00331,vps,gra,windows,4,64,0.1,236,0,0
S000576,C00230,vps,bhs,linux,4,4,2.0,670,0,0
S000577,C00044,vps,sbg,linux,16,8,0.25,1301,0,0
S000578,C00658,vps,gra,windows,2,128,2.0,195,0,0
S000579,C00295,vps,lim,linux,8,32,1.0,2196,0,0
S000580,C00802,database,eri,linux,16,16,0.5,1010,0,1
S000581,C00782,storage,rbx,bsd,2,16,0.25,379,0,0
S000582,C00115,vps,rbx,linux,32,16,0.1,45,0,0
S000583,C00825,dedicated,rbx,linux,4,32,0.5,2104,0,0
S000584,C00126,gpu,rbx,linux,2,16,0.25,1308,1,0
S000585,C00441,dedicated,lim,linux,4,32,0.25,1904,0,0
S000586,C00426,gpu,bhs,linux,4,4,2.0,1708,1,0
S000587,C00860,dedicated,gra,linux,4,64,0.25,2168,0,0
S000588,C00591,vps,sbg,linux,8,4,0.25,1957,0,0
S000589,C00787,storage,gra,windows,8,64,0.5,1685,0,0
S000590,C00536,vps,rbx,linux,8,4,0.5,1872,0,0
S000591,C00742,dedicated,rbx,linux,4,8,1.0,1885,0,0
S000592,C00766,gpu,bhs,linux,16,8,1.0,561,1,0
S000593,C00773,vps,sbg,managed,4,8,1.0,1308,0,1
S000594,C00370,dedicated,lim,linux,8,16,0.5,2169,0,0
S000595,C00343,vps,gra,windows,32,32,0.5,1908,0,0
S000596,C00886,vps,waw,linux,4,64,0.25,232,0,0
S000597,C00680,vps,gra,managed,8,16,1.0,246,0,1
S000598,C00825,dedicated,rbx,linux,32,16,0.5,440,0,0
S000599,C00519,vps,lim,linux,8,8,2.0,1631,0,0
S000600,C00836,gpu,bhs,linux,64,64,1.0,866,1,0
S000601,C00647,dedicated,gra,linux,4,4,1.0,1383,0,0
S000602,C00668,vps,sbg,windows,8,8,1.0,308,0,0
S000603,C00160,vps,waw,linux,4,4,4.0,132,0,0
S000604,C00510,gpu,eri,linux,2,8,0.5,1696,1,0
S000605,C00658,vps,bhs,linux,64,32,0.5,642,0,0
S000606,C00684,storage,gra,linux,4,8,4.0,95,0,0
S000607,C00861,dedicated,sbg,linux,64,4,1.0,476,0,0
S000608,C00294,vps,gra,managed,8,64,0.5,711,0,1
S000609,C00272,database,gra,windows,32,4,0.25,891,0,1
S000610,C00872,gpu,bhs,linux,64,32,0.25,1972,1,0
S000611,C00887,vps,waw,windows,8,16,2.0,437,0,0
S000612,C00161,vps,gra,linux,64,64,0.25,1329,0,0
S000613,C00340,vps,waw,linux,16,32,0.1,605,0,0
S000614,C00853,dedicated,bhs,linux,8,4,0.1,1097,0,0
S000615,C00179,gpu,waw,linux,8,64,8.0,651,1,0
S000616,C00704,storage,rbx,linux,4,16,1.0,758,0,0
S000617,C00101,vps,rbx,linux,2,8,0.5,1319,0,0
S000618,C00160,dedicated,gra,windows,4,32,4.0,1297,0,0
S000619,C00706,vps,rbx,linux,8,32,0.5,297,0,0
S000620,C00546,dedicated,rbx,linux,4,8,2.0,345,0,0
S000621,C00499,storage,rbx,linux,8,16,2.0,531,0,0
S000622,C00770,vps,gra,linux,8,8,0.5,1978,0,0
S000623,C00276,dedicated,gra,windows,8,32,2.0,698,0,0
S000624,C00452,vps,lim,linux,32,128,8.0,1271,0,0
S000625,C00547,database,waw,linux,64,16,0.25,988,0,1
S000626,C00665,dedicated,rbx,linux,32,256,0.1,779,0,0
S000627,C00298,vps,eri,windows,8,8,2.0,84,0,0
S000628,C00570,vps,rbx,linux,4,64,0.5,971,0,0
S000629,C00403,dedicated,rbx,windows,32,128,1.0,2198,0,0
S000630,C00487,vps,waw,linux,2,32,0.25,2070,0,0
S000631,C00776,vps,sbg,linux,2,4,2.0,661,0,0
S000632,C00354,dedicated,rbx,linux,4,16,2.0,1173,0,0
S000633,C00601,dedicated,rbx,linux,8,4,4.0,632,0,0
S000634,C00847,gpu,sbg,linux,16,32,0.5,2027,1,0
S000635,C00686,dedicated,bhs,linux,2,256,8.0,1221,0,0
S000636,C00889,vps,rbx,linux,16,16,1.0,2024,0,0
S000637,C00525,vps,sbg,linux,2,8,1.0,1879,0,0
S000638,C00253,storage,rbx,linux,4,8,1.0,721,0,0
S000639,C00892,storage,sbg,linux,4,32,0.5,1005,0,0
S000640,C00580,gpu,rbx,linux,4,16,1.0,1253,1,0
S000641,C00217,vps,lim,linux,16,8,0.25,548,0,0
S000642,C00285,vps,waw,linux,2,32,0.5,1829,0,0
S000643,C00236,vps,rbx,bsd,4,4,1.0,1245,0,0
S000644,C00750,vps,waw,linux,2,32,0.1,456,0,0
S000645,C00083,vps,gra,linux,16,16,1.0,1062,0,0
S000646,C00665,dedicated,rbx,linux,64,8,0.5,1807,0,0
S000647,C00498,vps,sbg,managed,8,32,0.25,931,0,1
S000648,C00066,vps,sbg,linux,8,32,1.0,1562,0,0
S000649,C00552,dedicated,waw,linux,32,16,0.25,2164,0,0
S000650,C00677,dedicated,eri,linux,4,64,8.0,737,0,0
S000651,C00653,storage,rbx,linux,2,16,8.0,2191,0,0
S000652,C00475,vps,rbx,windows,8,8,0.5,912,0,0
S000653,C00301,storage,bhs,linux,4,128,0.5,1236,0,0
S000654,C00147,vps,rbx,linux,8,128,0.1,1700,0,0
S000655,C00011,gpu,gra,linux,8,4,2.0,150,1,0
S000656,C00323,storage,eri,managed,4,128,0.25,1543,0,1
S000657,C00569,dedicated,waw,windows,8,32,4.0,1247,0,0
S000658,C00033,database,eri,bsd,4,4,8.0,1442,0,1
S000659,C00898,dedicated,rbx,windows,2,16,0.25,2095,0,0
S000660,C00527,vps,gra,bsd,32,4,1.0,1067,0,0
S000661,C00265,storage,sbg,linux,16,32,0.5,2036,0,0
S000662,C00865,dedicated,eri,linux,2,128,1.0,1249,0,0
S000663,C00165,vps,gra,linux,2,16,0.25,474,0,0
S000664,C00861,vps,gra,linux,2,16,2.0,1435,0,0
S000665,C00253,dedicated,gra,linux,2,8,0.25,419,0,0
S000666,C00341,dedicated,waw,linux,2,16,4.0,1978,0,0
S000667,C00382,dedicated,waw,linux,2,64,0.5,335,0,0
S000668,C00895,dedicated,bhs,linux,16,8,1.0,1097,0,0
S000669,C00225,vps,gra,linux,16,16,4.0,1803,0,0
S000670,C00875,vps,waw,linux,16,16,2.0,21,0,0
S000671,C00312,vps,sbg,linux,8,32,1.0,1078,0,0
S000672,C00256,vps,gra,linux,16,32,0.5,1114,0,0
S000673,C00574,dedicated,rbx,linux,16,32,0.5,744,0,0
S000674,C00624,dedicated,sbg,linux,32,16,0.5,1480,0,0
S000675,C00310,storage,rbx,linux,16,32,4.0,715,0,0
S000676,C00120,database,eri,windows,16,32,0.25,824,0,1
S000677,C00356,vps,sbg,linux,16,32,0.5,606,0,0
S000678,C00486,dedicated,rbx,linux,8,32,2.0,1373,0,0
S000679,C00036,storage,bhs,bsd,4,64,0.5,1941,0,0
S000680,C00070,gpu,bhs,windows,2,8,4.0,391,1,0
S000681,C00826,vps,gra,linux,4,4,0.25,901,0,0
S000682,C00032,dedicated,bhs,linux,2,128,0.1,497,0,0
S000683,C00366,dedicated,rbx,linux,2,4,1.0,537,0,0
S000684,C00687,vps,rbx,linux,2,64,1.0,2137,0,0
S000685,C00295,database,bhs,linux,4,32,4.0,1563,0,1
S000686,C00445,vps,sbg,bsd,64,64,0.5,2077,0,0
S000687,C00077,dedicated,rbx,windows,4,16,0.25,1398,0,0
S000688,C00714,vps,gra,linux,4,64,0.5,1466,0,0
S000689,C00570,storage,sbg,linux,4,32,0.5,1574,0,0
S000690,C00766,vps,rbx,windows,4,16,1.0,1436,0,0
S000691,C00777,storage,lim,windows,16,16,0.25,1808,0,0
S000692,C00315,vps,sbg,windows,8,4,1.0,718,0,0
S000693,C00037,vps,lim,linux,2,8,4.0,223,0,0
S000694,C00311,vps,rbx,linux,8,128,0.5,1075,0,0
S000695,C00130,vps,lim,windows,2,8,1.0,5,0,0
S000696,C00479,database,gra,managed,16,32,0.25,105,0,1
S000697,C00131,vps,rbx,linux,32,16,2.0,112,0,0
S000698,C00829,vps,gra,linux,32,8,0.25,171,0,0
S000699,C00542,vps,gra,linux,4,256,1.0,1555,0,0
S000700,C00227,vps,lim,linux,16,4,0.5,1315,0,0
S000701,C00829,vps,bhs,bsd,16,32,0.1,2055,0,0
S000702,C00692,storage,bhs,linux,32,16,0.5,638,0,0
S000703,C00393,vps,sbg,linux,4,4,0.25,729,0,0
S000704,C00131,vps,sbg,linux,8,8,4.0,1078,0,0
S000705,C00309,vps,bhs,linux,4,32,0.25,1718,0,0
S000706,C00525,dedicated,lim,windows,2,4,8.0,2047,0,0
S000707,C00689,vps,bhs,linux,8,64,0.5,1604,0,0
S000708,C00235,vps,waw,linux,8,32,0.25,1116,0,0
S000709,C00668,vps,rbx,managed,4,4,0.5,2151,0,1
S000710,C00254,vps,eri,linux,16,8,0.25,399,0,0
S000711,C00222,storage,gra,linux,8,8,2.0,1036,0,0
S000712,C00402,gpu,rbx,linux,64,64,0.1,543,1,0
S000713,C00144,vps,lim,linux,16,16,2.0,366,0,0
S000714,C00364,dedicated,gra,linux,32,4,0.1,873,0,0
S000715,C00322,vps,gra,linux,16,16,0.5,1683,0,0
S000716,C00252,vps,rbx,linux,2,16,0.25,704,0,0
S000717,C00698,vps,sbg,linux,2,32,1.0,1801,0,0
S000718,C00298,vps,eri,linux,32,4,1.0,1344,0,0
S000719,C00625,storage,lim,linux,2,4,4.0,1556,0,0
S000720,C00648,dedicated,sbg,linux,4,16,0.5,535,0,0
S000721,C00599,vps,eri,linux,8,32,0.1,1899,0,0
S000722,C00242,dedicated,bhs,linux,4,32,2.0,449,0,0
S000723,C00746,vps,lim,windows,4,8,1.0,817,0,0
S000724,C00212,vps,rbx,linux,8,8,2.0,1723,0,0
S000725,C00249,vps,sbg,linux,4,32,0.5,1519,0,0
S000726,C00787,vps,gra,linux,16,4,2.0,659,0,0
S000727,C00305,gpu,gra,linux,2,16,0.25,581,1,0
S000728,C00627,storage,bhs,linux,8,16,8.0,953,0,0
S000729,C00038,vps,gra,linux,2,8,0.25,982,0,0
S000730,C00552,database,sbg,linux,8,16,2.0,131,0,1
S000731,C00781,vps,bhs,windows,2,8,0.25,534,0,0
S000732,C00637,storage,gra,linux,4,16,2.0,340,0,0
S000733,C00524,dedicated,sbg,linux,16,8,2.0,340,0,0
S000734,C00764,dedicated,bhs,windows,4,16,2.0,778,0,0
S000735,C00268,dedicated,lim,linux,16,16,0.5,80,0,0
S000736,C00339,dedicated,rbx,linux,4,4,0.5,1490,0,0
S000737,C00062,vps,eri,linux,4,32,2.0,1477,0,0
S000738,C00628,dedicated,lim,linux,4,32,1.0,485,0,0
S000739,C00651,vps,bhs,windows,32,128,1.0,1925,0,0
S000740,C00676,dedicated,rbx,linux,4,8,0.25,1306,0,0
S000741,C00673,dedicated,bhs,linux,4,8,0.5,692,0,0
S000742,C00114,database,waw,windows,8,8,0.5,427,0,1
S000743,C00599,vps,rbx,linux,4,64,1.0,944,0,0
S000744,C00686,database,eri,linux,16,16,0.25,2112,0,1
S000745,C00183,vps,lim,linux,64,8,0.5,8,0,0
S000746,C00428,dedicated,sbg,linux,8,32,2.0,45,0,0
S000747,C00821,vps,waw,linux,8,4,1.0,908,0,0
S000748,C00373,vps,sbg,linux,4,16,4.0,2022,0,0
S000749,C00677,dedicated,waw,linux,64,16,0.25,619,0,0
S000750,C00477,gpu,lim,linux,8,32,0.5,1644,1,0
S000751,C00591,vps,gra,linux,2,32,1.0,1263,0,0
S000752,C00563,storage,gra,windows,64,16,0.5,439,0,0
S000753,C00585,vps,rbx,linux,64,32,1.0,1998,0,0
S000754,C00701,vps,lim,managed,8,16,0.25,360,0,1
S000755,C00813,dedicated,rbx,linux,4,8,1.0,1114,0,0
S000756,C00266,database,lim,windows,16,64,0.25,1458,0,1
S000757,C00835,vps,sbg,windows,16,32,1.0,1486,0,0
S000758,C00565,dedicated,rbx,linux,8,128,2.0,1879,0,0
S000759,C00536,dedicated,lim,linux,4,32,0.1,1552,0,0
S000760,C00294,vps,sbg,windows,4,8,0.5,1446,0,0
S000761,C00375,database,rbx,windows,4,16,0.5,336,0,1
S000762,C00586,gpu,gra,linux,2,16,2.0,675,1,0
S000763,C00327,vps,gra,windows,16,4,0.1,763,0,0
S000764,C00258,database,gra,linux,2,16,0.5,816,0,1
S000765,C00737,storage,rbx,linux,4,16,2.0,249,0,0
S000766,C00373,dedicated,bhs,linux,16,4,1.0,210,0,0
S000767,C00580,vps,rbx,windows,4,64,2.0,970,0,0
S000768,C00028,dedicated,gra,linux,4,8,0.5,1590,0,0
S000769,C00069,dedicated,rbx,linux,32,16,4.0,1952,0,0
S000770,C00763,vps,rbx,linux,2,32,0.1,2068,0,0
S000771,C00127,dedicated,eri,linux,32,32,0.1,1058,0,0
S000772,C00716,database,rbx,linux,2,8,1.0,1975,0,1
S000773,C00810,database,gra,linux,4,32,0.5,1004,0,1
S000774,C00433,vps,sbg,windows,8,32,1.0,1041,0,0
S000775,C00796,vps,lim,linux,4,64,0.25,461,0,0
S000776,C00384,vps,waw,linux,8,8,0.25,1381,0,0
S000777,C00856,dedicated,lim,linux,4,4,2.0,683,0,0
S000778,C00213,dedicated,eri,linux,8,32,0.5,1067,0,0
S000779,C00385,dedicated,bhs,linux,2,8,2.0,2060,0,0
S000780,C00350,dedicated,eri,linux,16,32,1.0,1202,0,0
S000781,C00705,dedicated,gra,linux,8,32,0.1,667,0,0
S000782,C00039,dedicated,lim,linux,8,32,1.0,1475,0,0
S000783,C00745,dedicated,lim,linux,2,128,2.0,1609,0,0
S000784,C00021,database,lim,windows,8,32,2.0,1335,0,1
S000785,C00284,dedicated,sbg,linux,8,64,0.1,93,0,0
S000786,C00536,dedicated,waw,linux,4,32,1.0,498,0,0
S000787,C00130,vps,gra,linux,16,8,4.0,283,0,0
S000788,C00441,vps,bhs,linux,2,64,1.0,2102,0,0
S000789,C00897,vps,rbx,linux,4,32,0.5,685,0,0
S000790,C00740,dedicated,bhs,linux,16,128,0.25,1044,0,0
S000791,C00027,vps,bhs,linux,2,8,1.0,1983,0,0
S000792,C00532,vps,rbx,linux,4,16,2.0,2180,0,0
S000793,C00537,vps,rbx,linux,8,64,4.0,483,0,0
S000794,C00061,vps,rbx,linux,16,4,4.0,1890,0,0
S000795,C00585,vps,bhs,managed,2,32,0.5,1599,0,1
S000796,C00468,vps,bhs,linux,2,16,1.0,1351,0,0
S000797,C00613,dedicated,waw,linux,8,8,0.1,369,0,0
S000798,C00267,vps,gra,linux,8,8,0.1,1520,0,0
S000799,C00230,dedicated,waw,linux,8,64,0.1,1348,0,0
S000800,C00662,dedicated,bhs,linux,8,4,4.0,982,0,0
S000801,C00649,vps,gra,linux,16,32,0.25,1291,0,0
S000802,C00145,dedicated,rbx,linux,32,32,0.5,464,0,0
S000803,C00194,dedicated,sbg,linux,4,32,0.5,1368,0,0
S000804,C00527,vps,rbx,linux,2,16,0.5,337,0,0
S000805,C00746,vps,gra,linux,4,4,1.0,630,0,0
S000806,C00181,storage,rbx,linux,2,64,0.1,1089,0,0
S000807,C00197,database,gra,windows,4,8,0.5,357,0,1
S000808,C00727,database,gra,linux,32,8,0.5,2010,0,1
S000809,C00627,vps,rbx,managed,4,128,2.0,1950,0,1
S000810,C00812,dedicated,waw,bsd,2,8,1.0,1044,0,0
S000811,C00705,vps,sbg,linux,8,8,2.0,1253,0,0
S000812,C00857,vps,sbg,linux,64,128,0.5,642,0,0
S000813,C00170,vps,bhs,windows,4,4,0.25,467,0,0
S000814,C00244,dedicated,sbg,linux,16,8,0.5,2114,0,0
S000815,C00214,dedicated,gra,linux,16,16,8.0,909,0,0
S000816,C00049,dedicated,rbx,linux,4,32,0.25,2097,0,0
S000817,C00701,dedicated,rbx,linux,8,64,0.25,148,0,0
S000818,C00595,dedicated,bhs,windows,8,32,4.0,235,0,0
S000819,C00077,database,sbg,windows,4,128,4.0,1046,0,1
S000820,C00178,dedicated,rbx,windows,4,4,0.25,1720,0,0
S000821,C00171,vps,sbg,windows,2,32,2.0,933,0,0
S000822,C00362,database,eri,linux,16,4,0.5,1847,0,1
S000823,C00409,vps,rbx,linux,16,64,0.5,292,0,0
S000824,C00260,vps,sbg,managed,4,128,0.5,1883,0,1
S000825,C00837,vps,sbg,managed,8,8,8.0,978,0,1
S000826,C00191,dedicated,bhs,windows,4,64,0.25,627,0,0
S000827,C00505,vps,waw,windows,2,32,2.0,1407,0,0
S000828,C00394,storage,waw,linux,8,4,0.1,1713,0,0
S000829,C00348,storage,rbx,linux,2,32,1.0,2042,0,0
S000830,C00743,storage,sbg,windows,16,128,1.0,193,0,0
S000831,C00880,database,waw,linux,4,8,2.0,1547,0,1
S000832,C00005,vps,rbx,linux,16,4,4.0,692,0,0
S000833,C00417,storage,eri,linux,4,128,2.0,1105,0,0
S000834,C00107,vps,rbx,linux,4,16,2.0,1016,0,0
S000835,C00390,vps,sbg,linux,16,16,0.25,1694,0,0
S000836,C00555,storage,sbg,linux,8,32,8.0,877,0,0
S000837,C00370,storage,sbg,linux,4,32,0.5,616,0,0
S000838,C00278,gpu,lim,linux,32,8,0.5,1072,1,0
S000839,C00280,vps,gra,linux,4,4,1.0,1471,0,0
S000840,C00269,vps,sbg,linux,2,64,0.5,1862,0,0
S000841,C00293,dedicated,bhs,linux,4,16,1.0,12,0,0
S000842,C00336,vps,lim,linux,8,32,0.5,1251,0,0
S000843,C00619,storage,bhs,linux,8,64,0.25,160,0,0
S000844,C00086,storage,eri,linux,16,4,4.0,1364,0,0
S000845,C00036,vps,lim,linux,8,64,4.0,1373,0,0
S000846,C00465,vps,rbx,windows,4,32,0.5,1881,0,0
S000847,C00613,dedicated,lim,linux,4,128,8.0,424,0,0
S000848,C00232,dedicated,eri,linux,2,8,0.5,1748,0,0
